SMILES,ChemBank_Name,GROUP,idCpd,FractionCSP3,MolWt,RingCount,TotalRing,NumBridges,nBondRings,nAtomRings,ringFusionDensity,ringFusionDegree,ringComplexityIndex,molecularCyclizedDegree,NumRingSystems,NumChiralCenters
COc1cc(NN2C(C(O)C3CCCCC3)C=CC3C(=O)N(C)C(=O)C32)cc(OC)c1OC,BCB01_000043,DC/DC',8672,0.5833333333333334,459.54300000000035,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.6363636363636364,3,4
CC1(C)C2C=C(C(O)C3C=CC4C(=O)N(c5ccccc5)C(=O)C4N3Nc3ccccc3)CC1C2,BCB01_000044,DC/DC',8673,0.3793103448275862,469.58500000000026,7,39,9,30,28,0.6428571428571429,1.5,1.3928571428571428,0.8,4,6
C=C(C)C1CCC(C(O)C2C=CC3C(=O)N(C)C(=O)C3N2Nc2cc(OC)c(OC)c(OC)c2)CC1,BCB01_000045,DC/DC',8674,0.5555555555555556,499.60800000000046,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.5833333333333334,3,4
O=C1C2C=CC(C(O)c3ccc(Br)cc3)N(Nc3ccccc3)C2C(=O)N1c1ccccc1,BCB01_000046,DC/DC',8675,0.15384615384615385,504.3840000000001,5,29,1,28,27,0.07407407407407407,1.25,1.0740740740740742,0.8181818181818182,4,4
COc1cc(NN2C(C(O)c3ccco3)C=CC3C(=O)N(C)C(=O)C32)cc(OC)c1OC,BCB01_000047,DC/DC',8676,0.36363636363636365,443.4560000000003,4,22,1,21,20,0.1,1.3333333333333333,1.1,0.625,3,4
CC(C)=CCC/C(C)=C/C(O)C1C=CC2C(=O)N(c3ccccc3)C(=O)C2N1Nc1ccccc1,BCB01_000048,DC/DC',8677,0.3103448275862069,471.6010000000002,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.6,3,4
CCCCCCCCCCC(O)C1C=CC2C(=O)N(C)C(=O)C2N1Nc1cc(OC)c(OC)c(OC)c1,BCB01_000049,DC/DC',8678,0.6428571428571429,517.6670000000004,3,17,1,16,15,0.13333333333333333,1.5,1.1333333333333333,0.40540540540540543,2,4
O=C1C2C=CC(C(O)CCc3ccccc3)N(Nc3ccccc3)C2C(=O)N1c1ccccc1,BCB01_000050,DC/DC',8679,0.21428571428571427,453.5420000000002,5,29,1,28,27,0.07407407407407407,1.25,1.0740740740740742,0.7941176470588235,4,4
CN1C(=O)C2C=CC(C(O)c3ccccc3)N(Nc3ccccc3)C2C1=O,BCB01_000051,DC/DC',8680,0.23809523809523808,363.4170000000001,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7777777777777778,3,4
CN1C(=O)C2C=CC(C(O)c3ccccc3)N(N3CCCCC3)C2C1=O,BCB01_000052,DC/DC',8681,0.5,355.4380000000002,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.8076923076923077,3,4
CN1C(=O)C2C=CC(C(O)c3ccc(I)cc3)N(Nc3ccccc3)C2C1=O,BCB01_000053,DC/DC',8682,0.23809523809523808,489.31300000000005,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.75,3,4
CN1C(=O)C2C=CC(C(O)c3ccc(I)cc3)N(N3CCCCC3)C2C1=O,BCB01_000054,DC/DC',8683,0.5,481.33400000000023,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7777777777777778,3,4
CN1C(=O)C2C=CC(C(O)c3ccc([N+](=O)[O-])cc3)N(Nc3ccccc3)C2C1=O,BCB01_000055,DC/DC',8684,0.23809523809523808,408.4140000000001,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7,3,4
CN1C(=O)C2C=CC(C(O)c3ccc([N+](=O)[O-])cc3)N(N3CCCCC3)C2C1=O,BCB01_000056,DC/DC',8685,0.5,400.4350000000003,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7241379310344828,3,4
COc1ccc(C(O)C2C=CC3C(=O)N(C)C(=O)C3N2Nc2ccccc2)cc1,BCB01_000057,DC/DC',8686,0.2727272727272727,393.44300000000015,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7241379310344828,3,4
COc1ccc(C(O)C2C=CC3C(=O)N(C)C(=O)C3N2N2CCCCC2)cc1,BCB01_000058,DC/DC',8687,0.5238095238095238,385.4640000000003,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.75,3,4
COc1cc(C(O)C2C=CC3C(=O)N(C)C(=O)C3N2Nc2ccccc2)cc(OC)c1OC,BCB01_000059,DC/DC',8688,0.3333333333333333,453.4950000000002,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.6363636363636364,3,4
CN1C(=O)C2C=CC(C(O)C#Cc3ccccc3)N(N3CCCCC3)C2C1=O,BCB01_000060,DC/DC',8689,0.45454545454545453,379.46000000000026,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.75,3,4
