SMILES,Molecular weight,Num chiral centers,ChiralCenterCount,Gram-negative,canvasUID,FractionCSP3,MolWt,RingCount,TotalRing,NumBridges,nBondRings,nAtomRings,ringFusionDensity,ringFusionDegree,ringComplexityIndex,molecularCyclizedDegree,NumRingSystems,NumChiralCenters
CC1CSc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,377.441,1,1,1,555,0.4444444444444444,377.44100000000014,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.7307692307692307,2,1
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]C(C)C3)c(F)c21,351.356,1,0,1,556,0.4117647058823529,351.35300000000007,3,18,1,17,16,0.125,1.5,1.125,0.64,2,1
COc1c(N2CC3CCC[NH2+]C3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,401.442,2,2,1,557,0.5238095238095238,401.4380000000003,5,26,2,24,22,0.18181818181818182,1.6666666666666667,1.1818181818181819,0.7586206896551724,3,2
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,360.389,1,0,1,558,0.47368421052631576,359.3770000000001,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.7307692307692307,2,1
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,232.241,0,0,1,559,0.25,231.23099999999994,2,12,1,11,10,0.2,2.0,1.2,0.5882352941176471,1,0
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,319.339,0,0,1,560,0.375,319.336,3,18,1,17,16,0.125,1.5,1.125,0.6956521739130435,2,0
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH+](C)CC3)cc21,333.366,0,0,1,561,0.4117647058823529,333.36300000000006,3,18,1,17,16,0.125,1.5,1.125,0.6666666666666666,2,0
C[NH+]1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn4c3c2SCC4)CC1,363.414,0,0,1,562,0.4117647058823529,363.4140000000001,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.76,2,0
[NH3+]C1CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4F)c3c2Cl)CC12CC2,409.823,3,2,1,563,0.47368421052631576,409.8200000000002,5,23,1,22,20,0.1,1.6666666666666667,1.15,0.7142857142857143,3,3
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)CC(C)[NH2+]1,392.409,2,2,1,564,0.47368421052631576,392.4060000000002,4,21,1,20,19,0.10526315789473684,1.3333333333333333,1.105263157894737,0.6785714285714286,3,2
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)[O-])cn3-c2ccc(F)cc2F)CC[NH2+]1,417.391,1,0,1,565,0.23809523809523808,417.38700000000006,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.7333333333333333,3,1
[NH3+]C1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)CC12,416.363,3,0,1,566,0.25,416.35900000000004,5,26,2,24,22,0.18181818181818182,1.6666666666666667,1.1818181818181819,0.7333333333333333,3,2
CCC1OCC(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C1(C)O,735.02,18,18,1,567,1.0,737.0289999999997,3,27,0,27,27,0.0,1.0,1.0,0.5294117647058824,3,19
CC1C(NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],435.437,2,2,1,568,0.46153846153846156,433.42400000000015,2,9,0,9,9,0.0,1.0,1.0,0.32142857142857145,2,2
CC1OC1P(=O)([O-])[O-],138.061,2,2,1,569,1.0,136.043,1,3,0,3,3,0.0,1.0,1.0,0.375,1,2
CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC3C[NH2+]C(C[N-]S(N)(=O)=O)C3)C(C)C12,420.51,6,5,1,570,0.7333333333333333,419.5050000000001,3,14,1,13,12,0.16666666666666666,1.5,1.1666666666666667,0.4444444444444444,2,6
CC(O)C1C(=O)N2C(C(=O)[O-])=C(C3CCCO3)SC12,285.321,4,4,1,571,0.6666666666666666,284.31299999999993,3,14,1,13,12,0.16666666666666666,1.5,1.1666666666666667,0.631578947368421,2,4
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)[O-],365.411,4,3,1,572,0.4375,364.40300000000013,3,15,1,14,13,0.15384615384615385,1.5,1.1538461538461537,0.52,2,4
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-],349.412,4,4,1,573,0.4375,348.4040000000001,3,15,1,14,13,0.15384615384615385,1.5,1.1538461538461537,0.5416666666666666,2,4
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)[O-],461.5,4,4,1,574,0.45,460.49200000000025,4,20,1,19,18,0.1111111111111111,1.3333333333333333,1.1111111111111112,0.5625,3,4
CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-],378.407,4,3,1,575,0.4117647058823529,376.3900000000001,3,15,1,14,13,0.15384615384615385,1.5,1.1538461538461537,0.5,2,4
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)[O-],539.59,4,4,1,576,0.47619047619047616,538.5840000000002,4,20,1,19,18,0.1111111111111111,1.3333333333333333,1.1111111111111112,0.5,3,4
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O,517.565,4,4,1,577,0.4782608695652174,516.5560000000003,4,21,1,20,19,0.10526315789473684,1.3333333333333333,1.105263157894737,0.5277777777777778,3,4
CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccsc3)C(=O)N2C1C(=O)[O-],384.433,4,4,1,578,0.4666666666666667,382.4190000000001,3,14,1,13,12,0.16666666666666666,1.5,1.1666666666666667,0.48,2,4
Nc1ccc(S(=O)(=O)[N-]C(=O)c2ccccc2)cc1,276.316,0,0,1,579,0.0,275.309,2,12,0,12,12,0.0,1.0,1.0,0.631578947368421,2,0
CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,214.244,0,0,1,580,0.125,213.238,1,6,0,6,6,0.0,1.0,1.0,0.42857142857142855,1,0
Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)nn2)cc1,284.726,0,0,1,581,0.0,283.72,2,12,0,12,12,0.0,1.0,1.0,0.6666666666666666,2,0
Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,250.281,0,0,1,582,0.0,249.275,2,12,0,12,12,0.0,1.0,1.0,0.7058823529411765,2,0
COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1,310.334,0,0,1,583,0.16666666666666666,309.32700000000006,2,12,0,12,12,0.0,1.0,1.0,0.5714285714285714,2,0
NC(N)=NS(=O)(=O)c1ccc(N)cc1,214.247,0,0,1,584,0.0,214.24999999999997,1,6,0,6,6,0.0,1.0,1.0,0.42857142857142855,1,0
Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1,264.308,0,0,1,585,0.09090909090909091,263.302,2,12,0,12,12,0.0,1.0,1.0,0.6666666666666666,2,0
